"XXXXX"	"cr"	"lo.wav"	"j"
"GRAPH"	"f"	"hi.wav"	"j"
"XXXX"	"cf"	"hi.wav"	"j"
"PASTE"	"f"	"hi.wav"	"j"
"XXXXXX"	"cf"	"hi.wav"	"j"
"XXXXX"	"cr"	"lo.wav"	"j"
"CAREER"	"f"	"hi.wav"	"j"
"GRADE"	"f"	"hi.wav"	"j"
"XXXXXX"	"cr"	"lo.wav"	"j"
"XXXX"	"cr"	"lo.wav"	"j"
"XXXXX"	"cf"	"hi.wav"	"j"
"GAZE"	"f"	"hi.wav"	"j"
"XXXXX"	"cf"	"hi.wav"	"j"
"XXXXX"	"cf"	"hi.wav"	"j"
"UPRIGHT"	"f"	"hi.wav"	"j"
"XXXXXXX"	"cf"	"hi.wav"	"j"
"WRITING"	"f"	"hi.wav"	"j"
"XXXXXX"	"cr"	"lo.wav"	"j"
"TANK"	"r"	"lo.wav"	"j"
"XXXXXX"	"cr"	"lo.wav"	"j"
"OBJECT"	"r"	"lo.wav"	"j"
"LEAGUE"	"r"	"lo.wav"	"j"
"XXXXXX"	"cr"	"lo.wav"	"j"
"XXXXX"	"cr"	"lo.wav"	"j"
"XXXXXX"	"cf"	"hi.wav"	"j"
"SURPRISE"	"r"	"lo.wav"	"j"
"XXXXXX"	"cr"	"lo.wav"	"j"
"XXXX"	"cr"	"lo.wav"	"j"
"FRAME"	"f"	"hi.wav"	"j"
"XXXXXXXX"	"cr"	"lo.wav"	"j"
"XXXXXX"	"cf"	"hi.wav"	"j"
"PAPER"	"r"	"lo.wav"	"j"
"XXXXXX"	"cf"	"hi.wav"	"j"
"FRINGE"	"r"	"lo.wav"	"j"
"ABANDON"	"r"	"lo.wav"	"j"
"HARVEST"	"f"	"hi.wav"	"j"
"XXXXXX"	"cr"	"lo.wav"	"j"
"REAL"	"f"	"hi.wav"	"j"
"RAID"	"f"	"hi.wav"	"j"
"ZONE"	"r"	"lo.wav"	"j"
"INTERVAL"	"f"	"hi.wav"	"j"
"XXXXXX"	"cr"	"lo.wav"	"j"
"JUNGLE"	"r"	"lo.wav"	"j"
"WOOD"	"r"	"lo.wav"	"j"
"XXXXXX"	"cf"	"hi.wav"	"j"
"XXXXX"	"cf"	"hi.wav"	"j"
"DELAY"	"r"	"lo.wav"	"j"
"XXXXXXX"	"cf"	"hi.wav"	"j"
"EDITION"	"f"	"hi.wav"	"j"
"XXXXX"	"cr"	"lo.wav"	"j"
"XXXXX"	"cf"	"hi.wav"	"j"
"JOURNEY"	"r"	"lo.wav"	"j"
"XXXXXXXX"	"cf"	"hi.wav"	"j"
"ANIMAL"	"f"	"hi.wav"	"j"
"XXXXX"	"cf"	"hi.wav"	"j"
"XXXXXXX"	"cf"	"hi.wav"	"j"
"HAIL"	"f"	"hi.wav"	"j"
"XXXX"	"cf"	"hi.wav"	"j"
"XXXX"	"cr"	"lo.wav"	"j"
"XXXX"	"cf"	"hi.wav"	"j"
"DEPTH"	"r"	"lo.wav"	"j"
"ISLAND"	"r"	"lo.wav"	"j"
"XXXXX"	"cr"	"lo.wav"	"j"
"XXXXXX"	"cr"	"lo.wav"	"j"
"XXXXXXX"	"cf"	"hi.wav"	"j"
"CANDY"	"f"	"hi.wav"	"j"
"XXXX"	"cf"	"hi.wav"	"j"
"XXXXXXX"	"cf"	"hi.wav"	"j"
"KITCHEN"	"f"	"hi.wav"	"j"
"LEMON"	"f"	"hi.wav"	"j"
"CUSTOMER"	"f"	"hi.wav"	"j"
"XXXX"	"cf"	"hi.wav"	"j"
"CREW"	"r"	"lo.wav"	"j"
"XXXXXXX"	"cr"	"lo.wav"	"j"
"XXXXXX"	"cf"	"hi.wav"	"j"
"INFANT"	"f"	"hi.wav"	"j"
"XXXX"	"cf"	"hi.wav"	"j"
"XXXXXX"	"cf"	"hi.wav"	"j"
"FUTURE"	"f"	"hi.wav"	"j"
"XXXX"	"cr"	"lo.wav"	"j"
"XXXXXXX"	"cr"	"lo.wav"	"j"
"CURSE"	"r"	"lo.wav"	"j"
"XXXXX"	"cr"	"lo.wav"	"j"
"XXXXX"	"cf"	"hi.wav"	"j"
"DESIRE"	"r"	"lo.wav"	"j"
"XXXX"	"cf"	"hi.wav"	"j"
"JURY"	"r"	"lo.wav"	"j"
"XXXXX"	"cf"	"hi.wav"	"j"
"XXXX"	"cf"	"hi.wav"	"j"
"XXXXXX"	"cr"	"lo.wav"	"j"
"GOSPEL"	"r"	"lo.wav"	"j"
"HANDLE"	"r"	"lo.wav"	"j"
"XXXXXXXX"	"cf"	"hi.wav"	"j"
"XXXXXX"	"cr"	"lo.wav"	"j"
"MOUTH"	"f"	"hi.wav"	"j"
"YEAR"	"r"	"lo.wav"	"j"
"NEST"	"f"	"hi.wav"	"j"
"VECTOR"	"r"	"lo.wav"	"j"
"MYTH"	"f"	"hi.wav"	"j"
"XXXX"	"cf"	"hi.wav"	"j"
"XXXX"	"cr"	"lo.wav"	"j"
"XXXX"	"cr"	"lo.wav"	"j"
"XXXXX"	"cr"	"lo.wav"	"j"
"ACID"	"f"	"hi.wav"	"j"
"JEAN"	"f"	"hi.wav"	"j"
"ELITE"	"r"	"lo.wav"	"j"
"XXXXX"	"cr"	"lo.wav"	"j"
"MOVE"	"f"	"hi.wav"	"j"
"RAKE"	"f"	"hi.wav"	"j"
"XXXXXXXX"	"cf"	"hi.wav"	"j"
"FRONT"	"f"	"hi.wav"	"j"
"XXXXXX"	"cr"	"lo.wav"	"j"
"XXXXXXX"	"cf"	"hi.wav"	"j"
